CSV File,Question,Answer
question_answer_v2\Program_day 3.csv,What is the focus of the session IoTSN 9 program?,Edge networks 2
question_answer_v2\Program_day 3.csv,Who is the chair of the IoTSN 9 session program?,"Talip Tolga  Sar? (Istanbul Technical University, Turkey)"
question_answer_v2\Program_day 3.csv,What is the topic of the paper presented by Hui Liang and his team?,A Game-Theoretic Access Strategy for Satellite Edge Computing enabled Massive IoT Networks
question_answer_v2\Program_day 3.csv,Is 'Collaborative Smart Environmental Monitoring Using Flying Edge Intelligence' a part of IoTSN 9 program?,Yes
question_answer_v2\Program_day 3.csv,Which university is associated with the project 'Joint Sensing and Computation Offloading for Wireless Powered Mobile Edge Computing System'?,"University of Electronic Science and Technology of China, China"
question_answer_v2\Program_day 3.csv,What is the title of the paper presented by Yongshuai Wu and team in IoTSN 9 program?,CMRM: A Cross-modal Reasoning Model to Enable Zero-shot Imitation Learning for Robotic RFID Inventory in Unstructured Environments
question_answer_v2\Program_day 3.csv,Is the 'Energy-Based Arithmetic Coding Methods for Probabilistic Amplitude Shaping' a part of CT 6 program?,Yes
question_answer_v2\Program_workshops Program.csv,What is the workshops room number for WS01-1: MIMO?,Room 405
question_answer_v2\Program_workshops Program.csv,Is there a session on workshops NON-TERRESTRIAL NETWORKS on December 4?,Yes
question_answer_v2\Program_workshops Program.csv,How much time is allocated for the WS01-1: MIMO workshops session program?,1 hour and 30 minutes
question_answer_v2\Program_workshops Program.csv,Who is the chair for the WS02-1: NON-TERRESTRIAL NETWORKS 1 workshops session?,Marco Giordani
question_answer_v2\Program_workshops Program.csv,What is the title of the presentation by Xu Ziyi?,SAMBA: Scenario-Adaptive Meta-learning for mmWave Beam Alignment
question_answer_v2\Program_workshops Program.csv,Is Md Saifur Rahman presenting in the MIMO session program?,Yes
question_answer_v2\Program_workshops Program.csv,What university is associated with Cen Liu in the MIMO session program?,National University of Singapore
question_answer_v2\Program_workshops Program.csv,Which session discusses 6G Communications?,WS01-1: MIMO
question_answer_v2\Program_workshops Program.csv,What is the topic of the WS05-1 session program?,INTEGRATED SENSING AND COMMUNICATIONS 1
question_answer_v2\Program_workshops Program.csv,Where is the WS05-1 session being held?,Room 408
question_answer_v2\Program_workshops Program.csv,What is Hailiang Zhang presenting about in the WS05-1 session program?,5G NLOS Positioning with Multi-Bounce Mitigation by Iterative Weighted Least Squares
question_answer_v2\Program_workshops Program.csv,Which university is Boxuan Xie affiliated with?,"Aalto University, Finland"
question_answer_v2\Program_workshops Program.csv,Is there a presentation on Cell-Free Massive MIMO for ISAC in WS05-1 program?,Yes
question_answer_v2\Program_workshops Program.csv,What is the title of Mohamed Elfiatoure's presentation?,Cell-Free Massive MIMO for ISAC: Access Point Operation Mode Selection and Power Control
question_answer_v2\Program_workshops Program.csv,Who is presenting about Extended Target Parameter Estimation in WS05-1 program?,Fernando Pedraza and his team
question_answer_v2\Program_workshops Program.csv,What is the focus of the WS06-1: PHYSICAL LAYER session program?,Physical layer topics in communications
question_answer_v2\Program_workshops Program.csv,Where is the WS06-1 session located?,Room 402
question_answer_v2\Program_workshops Program.csv,What is the topic of Yiqun Wang's presentation in WS06-1 program?,Joint CRDSA and SCMA for Satellite Internet of Things with Codebook Collisions
question_answer_v2\Program_workshops Program.csv,Is there a study on LEO Satellite Edge Computing in WS06-1 program?,"Yes, by Jian Wu and his team"
question_answer_v2\Program_workshops Program.csv,What institution is associated with Shuangquan Zhou in WS06-1 program?,"Harbin Institute of Technology, China"
question_answer_v2\Program_workshops Program.csv,What is the room number for the WS04-2 session program?,Room 404
question_answer_v2\Program_workshops Program.csv,What is the topic of George Nakas's presentation in WS04-2 program?,"5G-Fuzz: An Attack Generator for Fuzzing 5GC, using Generative Adversarial Networks"
question_answer_v2\Program_workshops Program.csv,"Which university is Panagiotis Radoglou-Grammatikis from, who is presenting in WS04-2 program?","K3Y Ltd, Bulgaria"
question_answer_v2\Program_workshops Program.csv,What is the focus of WS04-2.3 program presentation?,Machine Learning-based Secure Communication Framework for Connected Autonomous Vehicles
question_answer_v2\Program_workshops Program.csv,Are there any presentations from Italy in WS04-2 program?,"Yes, from the University of Cagliari"
question_answer_v2\Program_workshops Program.csv,Where is the WS05-2 session being held?,Room 408
question_answer_v2\Program_workshops Program.csv,What is the topic of Chenglong Dou's presentation in WS05-2 program?,Joint User Pairing and CRB Optimization for NOMA-aided Integrated Sensing and Communication
question_answer_v2\Program_workshops Program.csv,Which institution is involved in the ISAC 4D Imaging System presentation in WS05-2 program?,"Beijing University of Posts and Telecommunications, China"
question_answer_v2\Program_workshops Program.csv,Is there a presentation on OTFS Waveform in WS05-2 program?,"Yes, by Jiajun Zhu and team"
question_answer_v2\Program_workshops Program.csv,What is the theme of the presentation by Yujie Wang in WS05-2 program?,Intelligent Predictive Beamforming for Integrated Sensing and Communication Based Vehicular-to-Infra
question_answer_v2\Program_workshops Program.csv,What is the room number for the WS06-2 session program?,Room 402
question_answer_v2\Program_workshops Program.csv,What is the topic of Shichao Li's presentation in WS06-2 program?,Joint Packet Scheduling and UAV Trajectory Design in Air-Ground Integrated Network
question_answer_v2\Program_workshops Program.csv,Which university is associated with Nasrin Razmi in WS06-2 program?,"University of Bremen, Germany"
question_answer_v2\Program_workshops Program.csv,What is the focus of Ningtao Zhang's presentation in WS06-2 program?,Time-Varying Graph Based Inter-Orbit Link Selection Energy-Saving Routing for LEO Satellite Networks
question_answer_v2\Program_workshops Program.csv,Is there a study on Energy-Aware Satellite Handover in WS06-2 program?,"Yes, by Nour Badini and team"
question_answer_v2\Program_workshops Program.csv,Where is the WS07-2 session program being held?,Room 406
question_answer_v2\Program_workshops Program.csv,Who is the chair for the WS07-2 session program?,Stefano Tomasin
question_answer_v2\Program_workshops Program.csv,What is the topic of Yichi Zhang's presentation in WS07-2 program?,Robust Beamforming for Covert Communications Aided by Reconfigurable Dual-Functional Surface
question_answer_v2\Program_workshops Program.csv,"Which university is Isabella W. G. da Silva from, who is presenting in WS07-2 program?","University of Oulu, Finland"
question_answer_v2\Program_workshops Program.csv,What is the theme of the presentation by Han Yang in WS07-2 program?,"Towards Unified, Practical Evaluation of Model Poisoning Attacks and Defence in Federated Learning"
question_answer_v2\Registration_registration Now.csv,"What is the registration fee for a ComSoc Member who is an author, registering for the Full Conference, and doing so before the author registration deadline?",$850
question_answer_v2\Registration_registration Now.csv,"How much does a non-member, non-author pay for attending only the Workshops & Tutorials for one day if they register after the early registration deadline?",$480
question_answer_v2\Registration_registration Now.csv,"What would the registration fee be for an IEEE member, who is not an author, if they register late for the Limited Conference?",$880
question_answer_v2\Registration_registration Now.csv,"What is the cost for a ComSoc Student Member who is an author and wants to register for the Author Workshop, assuming they register before the author registration deadline?",$280
question_answer_v2\Registration_registration Now.csv,What is the registration fee for a non-member author registering for the Author Limited Conference before the author registration deadline?,"$1,020"
question_answer_v2\Registration_registration Now.csv,What is the registration fee for a non-member student who is an author and wants to register for the Full Conference?,"$1,170"
question_answer_v2\Registration_registration Now.csv,How much does it cost for an IEEE Member who is a non-author to register for the Workshops & Tutorials for one day after the early registration deadline?,$385
question_answer_v2\Registration_registration Now.csv,What is the early registration fee for the Limited Conference for a ComSoc member who is not an author?,$700
question_answer_v2\Registration_registration Now.csv,What is the registration fee for a non-member author registering late for the Author Workshop?,Fee information not available in provided documents
question_answer_v2\Registration_registration Now.csv,What is the registration fee for an IEEE Student Member who is not an author and registers late for the One-Day Only Conference?,$420
question_answer_v2\Registration_registration Now.csv,"How much does it cost for a non-member, non-author to register early for the Industry Program Only?",$390
question_answer_v2\Registration_registration Policies.csv,What is the email address for submitting registration transfer requests?,j.le@comsoc.org
question_answer_v2\Registration_registration Policies.csv,How much additional fee is charged for transfer requests received after November 11?,US $100
question_answer_v2\Registration_registration Policies.csv,Are registration rate differences applied based on membership status in transfer requests?,Yes
question_answer_v2\Registration_registration Policies.csv,Is written communication required for registration transfer requests?,Yes
question_answer_v2\Registration_registration Policies.csv,Who can grant permission for a substitute presenter in extreme cases?,The TPC Chair
question_answer_v2\Registration_registration Policies.csv,What form must be filled out to request a substitute presenter?,Substitute Presenter Form
question_answer_v2\Registration_registration Policies.csv,Is a substitute presenter allowed if an author or co-author is not available?,"Yes, in some extreme cases"
question_answer_v2\Registration_registration Policies.csv,Where does a copy of the Substitute Presenter Form go for approval?,Directly to the TPC Chair
question_answer_v2\Registration_registration Policies.csv,What is the minimum author registration requirement for a paper to be published in IEEE GLOBECOM 2023 Proceedings and IEEE Xplore?,At least one author must register at either the FULL OR LIMITED AUTHOR REGISTRATION RATE.
question_answer_v2\Registration_registration Policies.csv,Do substitute presenters have the ability to be used for paper presentations at IEEE GLOBECOM 2023?,"Yes, but they must be authorized in advance by the TPC Chairs."
question_answer_v2\Registration_registration Policies.csv,When will author registration be opened for IEEE GLOBECOM 2023?,It will be opened soon on the IEEE GLOBECOM 2023 website.
question_answer_v2\Registration_registration Policies.csv,How many papers can one Full or Limited registration cover for authors with multiple accepted papers?,Up to 3 papers.
question_answer_v2\Registration_registration Policies.csv,What is the page limit for the final version of accepted papers?,"6 pages, with the option to extend to 7 pages for a USD 100 over-length charge."
question_answer_v2\Registration_registration Policies.csv,What is the deadline for uploading the final camera-ready manuscript?,1 September 2023.
question_answer_v2\Registration_registration Policies.csv,What is the deadline for refund/cancellation requests for the conference?,15 November 2023.
question_answer_v2\Registration_registration Policies.csv,What is the administrative fee charged for each refund?,US $100.
question_answer_v2\Registration_registration Policies.csv,Are children allowed entry into session rooms at the conference?,"No, children are not permitted entry into session rooms."
question_answer_v2\Registration_registration Policies.csv,Do children have access to the Exhibit Hall floor during the conference?,"Yes, but only during scheduled show hours and if a Minor Release Form is completed and signed by parents or guardians."
question_answer_v2\Registration_travel Grants.csv,Are substitute presenters allowed for paper presentations at IEEE GLOBECOM 2023?,"Yes, but they must be authorized in advance by the TPC Chairs."
question_answer_v2\Registration_travel Grants.csv,Who is eligible to apply for grants at IEEE GLOBECOM 2023?,"Students or individuals who are financially limited, registered, and co-authored an accepted paper."
question_answer_v2\Registration_travel Grants.csv,What organizations are providing grants for IEEE GLOBECOM 2023?,"IEEE ComSoc, US National Science Foundation, Women in Communications Engineering (WICE), and IEEE Conference Travel."
question_answer_v2\Registration_travel Grants.csv,What is the maximum number of students or applicants from a single institution that can be supported by these grants?,No more than one student or applicant per institution.
question_answer_v2\Registration_travel Grants.csv,"Who can apply for these grants? Can postdocs, faculty, or other senior research personnel do so?","No, they may not apply."
question_answer_v2\Registration_travel Grants.csv,What is the application deadline for the Conference Travel Grants at IEEE GLOBECOM 2023?,15 October 2023.
question_answer_v2\Registration_travel Grants.csv,What is the minimum and maximum value of each conference travel grant at IEEE GLOBECOM 2023?,"Minimum of US$700 and a maximum of US$1,400."
question_answer_v2\Registration_travel Grants.csv,What are the priority criteria for evaluating Conference Travel Grant applications?,"GDP per capita of the applicant's country, distance from the conference venue, and paper/talk review evaluation."
question_answer_v2\Registration_travel Grants.csv,When will applicants be notified about the outcome of their grant application?,1 November 2023.
question_answer_v2\Registration_travel Grants.csv,How are Conference Travel Grants paid?,As reimbursement after the conference if the goal of the request is achieved.
